time,wx (rad/s),wy (rad/s),wz (rad/s)
22.713,-0.8,-0.74,-1.2
22.715,-0.83,-0.48,-1.2
22.716,-0.88,-0.24,-1.18
22.719,-0.91,-0.01,-1.17
22.721,-0.93,0.17,-1.15
22.726,-0.97,0.33,-1.12
22.727,-0.99,0.47,-1.09
22.729,-1.03,0.58,-1.05
22.731,-1.07,0.69,-1
22.734,-1.11,0.79,-0.96
22.738,-1.16,0.89,-0.92
22.741,-1.19,0.99,-0.87
22.741,-1.22,1.09,-0.84
22.745,-1.23,1.18,-0.8
22.746,-1.23,1.26,-0.78
22.749,-1.22,1.3,-0.76
22.752,-1.19,1.33,-0.75
22.754,-1.14,1.33,-0.74
22.755,-1.08,1.29,-0.73
22.757,-1,1.23,-0.73
22.762,-0.93,1.13,-0.73
22.765,-0.85,1,-0.72
22.765,-0.77,0.85,-0.71
22.767,-0.7,0.69,-0.69
22.771,-0.64,0.52,-0.67
22.774,-0.6,0.36,-0.65
22.776,-0.58,0.21,-0.63
22.776,-0.58,0.07,-0.6
22.779,-0.58,-0.04,-0.59
22.783,-0.61,-0.14,-0.58
22.785,-0.64,-0.22,-0.57
22.79,-0.67,-0.29,-0.58
22.791,-0.7,-0.35,-0.6
22.791,-0.73,-0.4,-0.63
22.795,-0.75,-0.43,-0.66
22.796,-0.76,-0.46,-0.7
22.799,-0.76,-0.46,-0.73
22.801,-0.76,-0.46,-0.76
22.802,-0.75,-0.44,-0.78
22.81,-0.73,-0.42,-0.81
22.811,-0.71,-0.38,-0.82
22.811,-0.69,-0.34,-0.83
22.812,-0.66,-0.29,-0.83
22.814,-0.64,-0.24,-0.83
22.817,-0.63,-0.18,-0.81
22.821,-0.61,-0.11,-0.79
22.835,-0.59,-0.04,-0.77
22.835,-0.58,0.04,-0.75
22.836,-0.57,0.12,-0.72
22.836,-0.56,0.21,-0.68
22.836,-0.55,0.3,-0.64
22.836,-0.54,0.39,-0.6
22.836,-0.52,0.47,-0.56
22.841,-0.51,0.54,-0.51
22.842,-0.49,0.61,-0.47
22.845,-0.47,0.66,-0.42
22.847,-0.46,0.7,-0.38
22.849,-0.44,0.73,-0.33
22.851,-0.43,0.76,-0.28
22.853,-0.43,0.77,-0.24
22.857,-0.44,0.78,-0.2
22.86,-0.44,0.79,-0.17
22.86,-0.44,0.8,-0.15
22.863,-0.45,0.79,-0.13
22.866,-0.45,0.78,-0.13
22.87,-0.44,0.77,-0.12
22.872,-0.43,0.75,-0.13
22.872,-0.43,0.71,-0.14
22.875,-0.42,0.68,-0.15
22.878,-0.41,0.64,-0.16
22.881,-0.4,0.61,-0.17
22.884,-0.39,0.58,-0.19
22.885,-0.37,0.55,-0.2
22.887,-0.36,0.53,-0.21
22.89,-0.35,0.5,-0.22
22.893,-0.34,0.47,-0.24
22.896,-0.34,0.45,-0.24
22.898,-0.33,0.42,-0.25
22.9,-0.33,0.4,-0.26
22.902,-0.33,0.39,-0.26
22.907,-0.33,0.38,-0.25
22.908,-0.34,0.38,-0.25
22.909,-0.34,0.38,-0.25
22.912,-0.34,0.38,-0.24
22.914,-0.34,0.39,-0.24
22.918,-0.34,0.4,-0.23
22.92,-0.33,0.41,-0.22
22.92,-0.33,0.42,-0.21
22.924,-0.33,0.44,-0.2
22.926,-0.33,0.46,-0.19
22.93,-0.32,0.47,-0.18
22.932,-0.32,0.49,-0.17
22.932,-0.32,0.51,-0.16
22.937,-0.33,0.53,-0.15
22.938,-0.33,0.55,-0.14
22.941,-0.33,0.56,-0.13
22.943,-0.33,0.58,-0.12
22.945,-0.33,0.58,-0.12
22.947,-0.32,0.6,-0.11
22.949,-0.32,0.59,-0.1
22.953,-0.31,0.56,-0.1
22.962,-0.31,0.53,-0.09
22.962,-0.31,0.5,-0.08
22.963,-0.31,0.47,-0.07
22.963,-0.31,0.44,-0.06
22.965,-0.31,0.41,-0.06
22.967,-0.31,0.39,-0.07
22.969,-0.31,0.38,-0.07
22.971,-0.31,0.37,-0.08
22.991,-0.31,0.37,-0.09
22.992,-0.31,0.38,-0.11
22.992,-0.32,0.4,-0.12
22.993,-0.33,0.41,-0.14
22.993,-0.34,0.43,-0.15
22.993,-0.35,0.43,-0.16
22.993,-0.36,0.43,-0.17
22.993,-0.36,0.43,-0.17
22.994,-0.36,0.43,-0.18
22.995,-0.37,0.43,-0.18
22.998,-0.37,0.43,-0.18
23.002,-0.37,0.42,-0.17
23.004,-0.37,0.42,-0.17
23.007,-0.38,0.41,-0.17
23.01,-0.38,0.41,-0.16
23.01,-0.38,0.4,-0.16
23.014,-0.39,0.4,-0.16
23.016,-0.39,0.4,-0.16
23.018,-0.39,0.39,-0.17
23.02,-0.39,0.39,-0.18
23.023,-0.4,0.39,-0.18
23.026,-0.4,0.39,-0.19
23.028,-0.4,0.39,-0.2
23.029,-0.4,0.39,-0.22
23.032,-0.4,0.39,-0.23
23.036,-0.39,0.39,-0.24
23.038,-0.39,0.39,-0.26
23.044,-0.39,0.39,-0.28
23.045,-0.4,0.39,-0.3
23.045,-0.4,0.39,-0.33
23.046,-0.4,0.39,-0.35
23.05,-0.4,0.39,-0.38
23.055,-0.41,0.4,-0.41
23.055,-0.42,0.4,-0.44
23.055,-0.43,0.41,-0.47
23.058,-0.44,0.42,-0.5
23.062,-0.44,0.44,-0.54
23.064,-0.44,0.45,-0.58
23.065,-0.44,0.46,-0.62
23.068,-0.44,0.47,-0.67
23.072,-0.44,0.48,-0.72
23.08,-0.44,0.5,-0.76
23.08,-0.44,0.52,-0.81
23.081,-0.45,0.54,-0.85
23.081,-0.45,0.56,-0.89
23.081,-0.46,0.57,-0.93
23.086,-0.47,0.57,-0.98
23.088,-0.47,0.57,-1.02
23.111,-0.48,0.56,-1.06
23.112,-0.49,0.54,-1.1
23.112,-0.49,0.53,-1.14
23.112,-0.49,0.51,-1.18
23.112,-0.49,0.49,-1.22
23.113,-0.49,0.47,-1.26
23.113,-0.49,0.45,-1.3
23.113,-0.48,0.43,-1.34
23.113,-0.48,0.42,-1.38
23.113,-0.47,0.4,-1.41
23.114,-0.47,0.39,-1.44
23.116,-0.46,0.38,-1.48
23.118,-0.45,0.37,-1.51
23.122,-0.45,0.36,-1.53
23.127,-0.45,0.35,-1.56
23.128,-0.44,0.35,-1.58
23.128,-0.44,0.35,-1.59
23.13,-0.44,0.36,-1.6
23.134,-0.44,0.37,-1.61
23.136,-0.43,0.38,-1.61
23.138,-0.43,0.4,-1.62
23.14,-0.42,0.41,-1.62
23.143,-0.41,0.41,-1.63
23.147,-0.4,0.41,-1.63
23.148,-0.38,0.41,-1.63
23.15,-0.37,0.42,-1.63
23.152,-0.37,0.42,-1.63
23.155,-0.36,0.42,-1.63
23.158,-0.36,0.43,-1.63
23.16,-0.36,0.44,-1.62
23.162,-0.36,0.45,-1.62
23.165,-0.36,0.46,-1.63
23.168,-0.36,0.47,-1.63
23.171,-0.35,0.48,-1.64
23.173,-0.35,0.48,-1.66
23.173,-0.34,0.48,-1.68
23.176,-0.33,0.48,-1.7
23.179,-0.32,0.46,-1.72
23.182,-0.31,0.45,-1.74
23.185,-0.3,0.44,-1.76
23.187,-0.3,0.43,-1.78
23.19,-0.29,0.41,-1.8
23.19,-0.3,0.4,-1.82
23.194,-0.29,0.38,-1.84
23.197,-0.29,0.37,-1.85
23.199,-0.28,0.35,-1.87
23.201,-0.28,0.34,-1.88
23.203,-0.28,0.33,-1.9
23.207,-0.27,0.31,-1.91
23.209,-0.27,0.3,-1.93
23.21,-0.26,0.29,-1.94
23.212,-0.26,0.28,-1.95
23.214,-0.25,0.28,-1.96
23.218,-0.25,0.27,-1.97
23.22,-0.26,0.26,-1.98
23.221,-0.26,0.26,-2
23.226,-0.26,0.25,-2.01
23.227,-0.27,0.25,-2.02
23.23,-0.27,0.25,-2.03
23.232,-0.26,0.25,-2.05
23.233,-0.26,0.25,-2.06
23.236,-0.25,0.24,-2.08
23.245,-0.25,0.2,-2.1
23.246,-0.27,0.15,-2.13
23.246,-0.27,0.08,-2.14
23.248,-0.26,0.02,-2.16
23.248,-0.23,-0.04,-2.16
23.25,-0.19,-0.09,-2.17
23.253,-0.13,-0.14,-2.18
23.274,-0.08,-0.19,-2.2
23.275,-0.03,-0.22,-2.23
23.275,0.01,-0.23,-2.28
23.275,0.02,-0.21,-2.33
23.276,0.02,-0.17,-2.4
23.276,-0.01,-0.11,-2.46
23.276,-0.03,-0.04,-2.52
23.276,-0.07,0.04,-2.57
23.276,-0.1,0.11,-2.62
23.278,-0.12,0.18,-2.66
23.28,-0.13,0.24,-2.69
23.283,-0.12,0.28,-2.72
23.284,-0.1,0.32,-2.75
23.287,-0.07,0.35,-2.77
23.29,-0.05,0.38,-2.79
23.295,-0.02,0.41,-2.8
23.295,0.01,0.46,-2.81
23.296,0.03,0.51,-2.82
23.299,0.05,0.58,-2.82
23.304,0.06,0.65,-2.81
23.306,0.08,0.74,-2.81
23.307,0.09,0.84,-2.8
23.308,0.1,0.95,-2.79
23.311,0.11,1.06,-2.78
23.316,0.12,1.19,-2.78
23.316,0.12,1.31,-2.78
23.318,0.13,1.44,-2.78
23.321,0.12,1.57,-2.79
23.324,0.12,1.71,-2.81
23.327,0.1,1.83,-2.83
23.329,0.08,1.93,-2.86
23.33,0.04,2,-2.9
23.333,0,2.04,-2.95
23.335,-0.06,2.04,-3.01
23.345,-0.12,2.01,-3.07
23.345,-0.19,1.95,-3.13
23.346,-0.25,1.86,-3.2
23.346,-0.32,1.73,-3.25
23.348,-0.38,1.6,-3.29
23.351,-0.42,1.45,-3.32
23.354,-0.46,1.31,-3.32
23.354,-0.48,1.16,-3.3
23.37,-0.49,1.02,-3.25
23.371,-0.5,0.89,-3.18
23.371,-0.49,0.79,-3.09
23.371,-0.48,0.7,-2.99
23.371,-0.46,0.63,-2.89
23.371,-0.43,0.6,-2.78
23.371,-0.4,0.58,-2.68
23.376,-0.37,0.59,-2.59
23.377,-0.34,0.62,-2.5
23.38,-0.31,0.67,-2.43
23.381,-0.28,0.73,-2.37
23.384,-0.25,0.8,-2.32
23.387,-0.24,0.86,-2.3
23.39,-0.24,0.91,-2.28
23.391,-0.23,0.94,-2.28
23.393,-0.22,0.97,-2.29
23.395,-0.22,0.96,-2.31
23.399,-0.23,0.94,-2.33
23.401,-0.23,0.89,-2.34
23.403,-0.25,0.83,-2.35
23.405,-0.27,0.76,-2.35
23.409,-0.3,0.69,-2.34
23.411,-0.33,0.64,-2.31
23.413,-0.37,0.58,-2.27
23.415,-0.4,0.55,-2.21
23.418,-0.43,0.53,-2.13
23.42,-0.44,0.54,-2.03
23.423,-0.43,0.56,-1.91
23.424,-0.41,0.59,-1.77
23.426,-0.37,0.64,-1.61
23.429,-0.31,0.69,-1.43
23.432,-0.25,0.74,-1.25
23.435,-0.16,0.81,-1.06
23.437,-0.07,0.87,-0.87
23.44,0.03,0.92,-0.67
23.441,0.13,0.99,-0.49
23.444,0.24,1.05,-0.32
23.448,0.33,1.11,-0.16
23.449,0.42,1.17,-0.02
23.451,0.5,1.23,0.11
23.453,0.57,1.3,0.22
23.46,0.62,1.35,0.31
23.46,0.67,1.41,0.39
23.46,0.7,1.46,0.46
23.462,0.72,1.5,0.51
23.465,0.73,1.53,0.56
23.468,0.73,1.55,0.6
23.471,0.73,1.56,0.64
23.488,0.73,1.57,0.67
23.489,0.73,1.56,0.7
23.489,0.73,1.54,0.74
23.489,0.73,1.51,0.77
23.49,0.75,1.47,0.81
23.49,0.77,1.41,0.86
23.49,0.79,1.35,0.91
23.49,0.82,1.26,0.97
23.493,0.86,1.17,1.03
23.495,0.91,1.06,1.09
23.497,0.97,0.95,1.16
23.499,1.03,0.82,1.23
23.501,1.1,0.69,1.3
23.504,1.16,0.55,1.38
23.506,1.23,0.4,1.45
23.509,1.3,0.24,1.52
23.511,1.37,0.08,1.59
23.514,1.44,-0.08,1.66
23.516,1.51,-0.24,1.73
23.52,1.57,-0.41,1.79
23.521,1.64,-0.57,1.85
23.523,1.69,-0.73,1.91
23.526,1.75,-0.89,1.97
23.529,1.8,-1.06,2.03
23.532,1.85,-1.22,2.08
23.535,1.9,-1.38,2.13
23.535,1.94,-1.54,2.19
23.538,1.99,-1.7,2.24
23.542,2.04,-1.85,2.3
23.543,2.08,-2.01,2.36
23.545,2.13,-2.16,2.41
23.548,2.17,-2.32,2.47
23.55,2.22,-2.47,2.53
23.555,2.27,-2.61,2.58
23.558,2.32,-2.76,2.64
23.558,2.36,-2.9,2.7
23.558,2.41,-3.04,2.77
23.561,2.46,-3.17,2.83
23.565,2.51,-3.3,2.89
23.568,2.56,-3.42,2.95
23.569,2.61,-3.54,3.01
23.578,2.66,-3.65,3.07
23.578,2.71,-3.76,3.13
23.579,2.76,-3.86,3.18
23.588,2.82,-3.95,3.23
23.588,2.86,-4.04,3.28
23.591,2.91,-4.12,3.32
23.591,2.96,-4.18,3.36
23.591,2.99,-4.23,3.39
23.605,3.02,-4.28,3.42
23.605,3.05,-4.31,3.44
23.606,3.07,-4.34,3.47
23.606,3.08,-4.35,3.49
23.606,3.08,-4.35,3.51
23.606,3.08,-4.35,3.54
23.606,3.07,-4.34,3.56
23.606,3.06,-4.32,3.59
23.61,3.03,-4.3,3.62
23.612,3.01,-4.27,3.65
23.615,2.98,-4.24,3.69
23.617,2.95,-4.21,3.73
23.62,2.92,-4.17,3.77
23.621,2.89,-4.13,3.82
23.628,2.86,-4.08,3.88
23.63,2.84,-4.04,3.93
23.63,2.81,-3.99,4
23.631,2.78,-3.94,4.06
23.634,2.76,-3.89,4.12
23.637,2.73,-3.83,4.19
23.64,2.7,-3.78,4.25
23.64,2.68,-3.72,4.32
23.643,2.65,-3.66,4.39
23.645,2.61,-3.6,4.46
23.65,2.58,-3.53,4.53
23.652,2.55,-3.46,4.6
23.654,2.5,-3.4,4.67
23.655,2.46,-3.33,4.73
23.658,2.42,-3.26,4.8
23.66,2.37,-3.2,4.87
23.663,2.33,-3.14,4.93
23.666,2.28,-3.08,4.99
23.668,2.23,-3.02,5.05
23.671,2.17,-2.96,5.11
23.674,2.12,-2.91,5.16
23.676,2.07,-2.87,5.22
23.677,2.01,-2.82,5.27
23.68,1.96,-2.78,5.33
23.682,1.9,-2.75,5.38
23.684,1.85,-2.72,5.42
23.688,1.79,-2.69,5.47
23.692,1.74,-2.67,5.51
23.695,1.68,-2.65,5.55
23.696,1.63,-2.63,5.59
23.699,1.57,-2.62,5.63
23.7,1.52,-2.6,5.66
23.701,1.46,-2.58,5.69
23.704,1.41,-2.57,5.72
23.711,1.35,-2.55,5.73
23.712,1.29,-2.53,5.75
23.712,1.23,-2.51,5.76
23.712,1.18,-2.48,5.77
23.715,1.12,-2.46,5.78
23.717,1.07,-2.44,5.78
23.721,1.03,-2.42,5.77
23.738,0.99,-2.39,5.77
23.739,0.94,-2.37,5.76
23.739,0.91,-2.35,5.75
23.739,0.87,-2.33,5.75
23.74,0.85,-2.31,5.74
23.74,0.83,-2.29,5.74
23.74,0.8,-2.28,5.74
23.74,0.77,-2.28,5.73
23.741,0.75,-2.27,5.73
23.746,0.73,-2.26,5.73
23.748,0.71,-2.22,5.73
23.748,0.69,-2.16,5.71
23.751,0.65,-2.09,5.68
23.754,0.61,-2,5.64
23.757,0.57,-1.89,5.57
23.76,0.54,-1.77,5.5
23.761,0.51,-1.64,5.42
23.763,0.5,-1.53,5.33
23.766,0.49,-1.43,5.24
23.77,0.5,-1.35,5.14
23.774,0.5,-1.31,5.04
23.774,0.49,-1.29,4.94
23.776,0.48,-1.31,4.85
23.777,0.47,-1.34,4.76
23.782,0.45,-1.4,4.67
23.786,0.43,-1.47,4.58
23.786,0.42,-1.54,4.49
23.787,0.39,-1.61,4.4
23.791,0.37,-1.67,4.29
23.794,0.33,-1.72,4.17
23.796,0.28,-1.75,4.04
23.798,0.21,-1.77,3.89
23.8,0.14,-1.77,3.71
23.803,0.04,-1.74,3.52
23.805,-0.07,-1.68,3.29
23.81,-0.2,-1.59,3.04
23.811,-0.33,-1.48,2.77
23.811,-0.47,-1.35,2.46
23.814,-0.61,-1.21,2.14
23.817,-0.74,-1.06,1.8
23.819,-0.87,-0.93,1.45
23.841,-0.98,-0.83,1.09
23.842,-1.06,-0.75,0.73
23.842,-1.12,-0.7,0.39
23.842,-1.16,-0.68,0.05
23.843,-1.17,-0.7,-0.26
23.843,-1.16,-0.74,-0.55
23.843,-1.14,-0.8,-0.82
23.843,-1.1,-0.89,-1.06
23.843,-1.07,-1,-1.28
23.843,-1.03,-1.12,-1.48
23.845,-1.01,-1.24,-1.66
23.848,-1.01,-1.36,-1.84
23.849,-1.02,-1.48,-2
23.854,-1.04,-1.59,-2.16
23.855,-1.07,-1.69,-2.31
23.857,-1.12,-1.78,-2.46
23.861,-1.17,-1.85,-2.59
23.862,-1.22,-1.91,-2.71
23.866,-1.27,-1.96,-2.82
23.868,-1.31,-1.99,-2.91
23.87,-1.35,-2.03,-2.98
23.874,-1.38,-2.05,-3.03
23.874,-1.4,-2.06,-3.05
23.878,-1.4,-2.07,-3.05
23.88,-1.36,-2.07,-3.01
23.882,-1.29,-2.05,-2.92
23.884,-1.15,-2,-2.77
23.886,-0.93,-1.89,-2.54
23.891,-0.58,-1.65,-2.22
23.893,-0.07,-1.23,-1.8
23.893,0.53,-0.73,-1.29
23.896,1.06,-0.32,-0.78
23.899,1.35,-0.23,-0.36
23.903,1.38,-0.52,-0.11
23.903,1.22,-1.08,-0.08
23.908,0.88,-1.72,-0.26
23.908,0.37,-2.25,-0.65
23.912,-0.23,-2.68,-1.18
23.914,-0.78,-3.07,-1.73
23.916,-1.19,-3.41,-2.2
23.918,-1.47,-3.65,-2.55
23.921,-1.69,-3.79,-2.81
23.924,-1.87,-3.89,-2.98
23.926,-1.99,-3.96,-3.08
23.928,-2.07,-4.03,-3.14
23.93,-2.11,-4.09,-3.19
23.932,-2.13,-4.18,-3.27
23.935,-2.15,-4.29,-3.37
23.944,-2.18,-4.4,-3.49
23.945,-2.21,-4.48,-3.62
23.945,-2.2,-4.48,-3.71
23.945,-2.15,-4.39,-3.75
23.946,-2.06,-4.21,-3.73
23.95,-1.95,-3.96,-3.65
23.951,-1.84,-3.68,-3.52
23.953,-1.74,-3.42,-3.36
23.971,-1.67,-3.24,-3.19
23.973,-1.64,-3.18,-3.04
23.973,-1.66,-3.2,-2.92
23.973,-1.7,-3.27,-2.8
23.974,-1.75,-3.32,-2.7
23.974,-1.8,-3.33,-2.59
23.974,-1.82,-3.27,-2.47
23.974,-1.81,-3.11,-2.32
23.978,-1.76,-2.86,-2.15
23.978,-1.67,-2.53,-1.97
23.981,-1.55,-2.13,-1.79
23.982,-1.39,-1.71,-1.61
23.986,-1.2,-1.28,-1.45
23.991,-1.01,-0.88,-1.31
23.992,-0.83,-0.54,-1.19
23.992,-0.66,-0.25,-1.11
23.996,-0.55,0.01,-1.05
23.998,-0.49,0.26,-1
24.001,-0.49,0.5,-0.96
24.001,-0.53,0.74,-0.92
24.005,-0.63,0.99,-0.88
24.007,-0.75,1.24,-0.84
24.01,-0.88,1.49,-0.8
24.012,-1,1.72,-0.76
24.015,-1.1,1.93,-0.72
24.015,-1.17,2.09,-0.67
24.022,-1.22,2.22,-0.63
24.022,-1.26,2.3,-0.59
24.026,-1.27,2.36,-0.54
24.027,-1.26,2.39,-0.5
24.027,-1.24,2.39,-0.45
24.031,-1.19,2.38,-0.39
24.035,-1.14,2.34,-0.34
24.035,-1.08,2.28,-0.28
24.041,-1.02,2.19,-0.23
24.045,-0.97,2.06,-0.18
24.045,-0.92,1.9,-0.14
24.047,-0.87,1.7,-0.1
24.049,-0.85,1.47,-0.07
24.049,-0.83,1.23,-0.05
24.057,-0.83,0.97,-0.03
24.058,-0.83,0.71,-0.01
24.058,-0.85,0.45,0.01
24.06,-0.86,0.2,0.02
24.062,-0.89,-0.04,0.02
24.064,-0.9,-0.26,0.02
24.067,-0.92,-0.44,0
24.07,-0.92,-0.59,-0.04
24.076,-0.92,-0.7,-0.1
24.077,-0.9,-0.75,-0.17
24.077,-0.87,-0.75,-0.26
24.078,-0.84,-0.71,-0.36
24.081,-0.8,-0.62,-0.47
24.084,-0.76,-0.51,-0.59
24.085,-0.71,-0.38,-0.71
24.088,-0.66,-0.26,-0.82
24.131,-0.6,-0.15,-0.92
24.132,-0.55,-0.06,-0.98
24.132,-0.49,0.01,-1.02
24.132,-0.44,0.07,-1.04
24.132,-0.4,0.11,-1.03
24.133,-0.38,0.13,-1.01
24.133,-0.35,0.15,-0.97
24.133,-0.34,0.16,-0.91
24.133,-0.34,0.17,-0.84
24.133,-0.34,0.19,-0.76
24.133,-0.35,0.21,-0.67
24.134,-0.36,0.23,-0.57
24.134,-0.38,0.27,-0.48
24.134,-0.4,0.31,-0.39
24.134,-0.43,0.36,-0.31
24.134,-0.45,0.42,-0.24
24.135,-0.47,0.49,-0.18
24.135,-0.49,0.57,-0.14
24.135,-0.5,0.64,-0.1
24.136,-0.51,0.7,-0.08
24.14,-0.51,0.76,-0.07
24.145,-0.51,0.8,-0.06
24.145,-0.51,0.83,-0.06
24.146,-0.5,0.85,-0.06
24.15,-0.49,0.85,-0.06
24.15,-0.49,0.84,-0.06
24.155,-0.49,0.82,-0.07
24.158,-0.49,0.8,-0.08
24.158,-0.48,0.76,-0.09
24.161,-0.48,0.72,-0.11
24.162,-0.48,0.68,-0.13
24.168,-0.47,0.63,-0.16
24.169,-0.46,0.57,-0.19
24.171,-0.45,0.51,-0.22
24.174,-0.44,0.45,-0.25
24.175,-0.42,0.4,-0.29
24.18,-0.41,0.34,-0.33
24.181,-0.4,0.28,-0.36
24.181,-0.4,0.23,-0.4
24.185,-0.39,0.18,-0.43
24.188,-0.38,0.14,-0.46
24.194,-0.38,0.1,-0.49
24.194,-0.37,0.06,-0.51
24.194,-0.37,0.01,-0.52
24.197,-0.37,-0.03,-0.54
24.199,-0.36,-0.05,-0.55
24.202,-0.36,-0.07,-0.56
24.204,-0.36,-0.08,-0.57
24.232,-0.36,-0.08,-0.57
24.233,-0.36,-0.08,-0.57
24.233,-0.36,-0.07,-0.57
24.234,-0.37,-0.05,-0.56
24.234,-0.37,-0.04,-0.55
24.234,-0.38,-0.02,-0.54
24.234,-0.38,0,-0.53
24.234,-0.39,0.01,-0.52
24.235,-0.39,0.03,-0.5
24.235,-0.4,0.06,-0.49
24.235,-0.41,0.08,-0.47
24.235,-0.41,0.11,-0.46
24.235,-0.41,0.14,-0.44
24.239,-0.41,0.17,-0.43
24.243,-0.41,0.2,-0.42
24.245,-0.4,0.23,-0.41
24.245,-0.4,0.26,-0.4
24.247,-0.4,0.28,-0.4
24.252,-0.4,0.3,-0.41
24.254,-0.4,0.31,-0.41
24.254,-0.4,0.32,-0.42
24.256,-0.41,0.31,-0.43
24.26,-0.41,0.3,-0.44
24.263,-0.42,0.28,-0.46
24.265,-0.43,0.25,-0.48
24.267,-0.43,0.22,-0.5
24.27,-0.44,0.19,-0.52
24.27,-0.44,0.15,-0.55
24.275,-0.44,0.12,-0.58
24.277,-0.44,0.09,-0.61
24.279,-0.43,0.06,-0.64
24.281,-0.42,0.03,-0.67
24.284,-0.42,0,-0.7
24.287,-0.42,-0.03,-0.74
24.289,-0.42,-0.06,-0.77
24.29,-0.43,-0.09,-0.8
24.292,-0.43,-0.12,-0.82
24.295,-0.43,-0.15,-0.84
24.299,-0.43,-0.18,-0.87
24.301,-0.43,-0.21,-0.89
24.303,-0.43,-0.22,-0.9
24.304,-0.43,-0.23,-0.9
24.307,-0.44,-0.23,-0.91
24.311,-0.44,-0.22,-0.91
24.313,-0.44,-0.2,-0.91
24.314,-0.44,-0.17,-0.91
24.316,-0.44,-0.15,-0.9
24.32,-0.44,-0.12,-0.89
24.326,-0.44,-0.09,-0.88
24.326,-0.44,-0.06,-0.87
24.326,-0.44,-0.03,-0.85
24.329,-0.44,0.01,-0.84
24.334,-0.44,0.05,-0.83
24.334,-0.43,0.08,-0.82
24.337,-0.43,0.12,-0.82
24.338,-0.44,0.15,-0.81
24.35,-0.44,0.19,-0.81
24.35,-0.44,0.22,-0.82
24.351,-0.45,0.26,-0.82
24.351,-0.46,0.29,-0.83
24.351,-0.46,0.32,-0.84
24.353,-0.47,0.35,-0.85
24.357,-0.48,0.37,-0.86
24.359,-0.49,0.39,-0.88
24.362,-0.49,0.4,-0.9
24.363,-0.5,0.42,-0.92
24.364,-0.5,0.42,-0.94
24.368,-0.5,0.42,-0.97
24.371,-0.5,0.42,-0.99
24.374,-0.5,0.42,-1.02
24.374,-0.49,0.43,-1.05
24.377,-0.49,0.43,-1.08
24.381,-0.49,0.43,-1.12
24.384,-0.49,0.43,-1.15
24.386,-0.49,0.43,-1.19
24.387,-0.49,0.42,-1.23
24.392,-0.49,0.41,-1.26
24.394,-0.49,0.39,-1.3
24.396,-0.48,0.38,-1.34
24.399,-0.48,0.38,-1.37
24.401,-0.47,0.37,-1.41
24.401,-0.47,0.36,-1.44
24.404,-0.46,0.35,-1.48
24.409,-0.45,0.34,-1.51
24.409,-0.44,0.34,-1.53
24.411,-0.43,0.33,-1.56
24.414,-0.42,0.33,-1.59
24.416,-0.41,0.33,-1.61
24.42,-0.4,0.32,-1.63
24.422,-0.39,0.32,-1.64
24.425,-0.38,0.33,-1.66
24.426,-0.38,0.33,-1.67
24.428,-0.37,0.33,-1.68
24.431,-0.36,0.33,-1.7
24.434,-0.35,0.34,-1.7
24.434,-0.35,0.34,-1.72
24.439,-0.35,0.34,-1.72
24.446,-0.34,0.34,-1.73
24.447,-0.34,0.34,-1.74
24.447,-0.34,0.34,-1.75
24.447,-0.34,0.33,-1.76
24.45,-0.33,0.33,-1.77
24.452,-0.33,0.31,-1.79
24.457,-0.33,0.3,-1.8
24.459,-0.32,0.29,-1.81
24.459,-0.31,0.28,-1.83
24.461,-0.3,0.27,-1.84
24.463,-0.29,0.27,-1.86
24.467,-0.28,0.26,-1.87
24.469,-0.26,0.26,-1.89
24.471,-0.26,0.24,-1.9
24.478,-0.24,0.24,-1.91
24.479,-0.24,0.24,-1.93
24.479,-0.23,0.23,-1.94
24.482,-0.23,0.23,-1.95
24.483,-0.22,0.23,-1.97
24.485,-0.22,0.23,-1.98
24.488,-0.22,0.23,-1.99
24.509,-0.21,0.24,-2
24.511,-0.21,0.24,-2
24.511,-0.21,0.25,-2.01
24.511,-0.21,0.26,-2.02
24.511,-0.2,0.28,-2.03
24.512,-0.2,0.3,-2.03
24.512,-0.19,0.31,-2.04
24.512,-0.18,0.33,-2.05
24.512,-0.17,0.36,-2.05
24.512,-0.16,0.38,-2.06
24.516,-0.14,0.41,-2.07
24.518,-0.13,0.43,-2.08
24.521,-0.11,0.45,-2.1
24.521,-0.09,0.45,-2.11
24.523,-0.08,0.44,-2.12
24.528,-0.08,0.4,-2.13
24.53,-0.07,0.36,-2.14
24.531,-0.04,0.33,-2.13
24.535,0.01,0.29,-2.12
24.535,0.07,0.26,-2.11
24.541,0.14,0.23,-2.11
24.545,0.21,0.19,-2.12
24.546,0.26,0.16,-2.14
24.546,0.28,0.15,-2.17
24.548,0.29,0.16,-2.21
24.553,0.26,0.19,-2.24
24.554,0.23,0.24,-2.28
24.557,0.18,0.31,-2.32
24.558,0.13,0.38,-2.35
24.56,0.1,0.44,-2.38
24.565,0.08,0.49,-2.41
24.567,0.08,0.51,-2.44
24.567,0.1,0.52,-2.47
24.57,0.14,0.52,-2.49
24.574,0.19,0.5,-2.52
24.577,0.23,0.48,-2.54
24.578,0.27,0.46,-2.56
24.58,0.31,0.46,-2.58
24.582,0.33,0.47,-2.6
24.585,0.35,0.5,-2.62
24.588,0.38,0.55,-2.65
24.594,0.4,0.61,-2.67
24.594,0.41,0.67,-2.69
24.594,0.42,0.73,-2.72
